N,Tiempo
56317, 100
56318, 0
56319, 0
56320, 0
56321, 100
56322, 100
56323, 100
56324, 200
56325, 100
56326, 100
56327, 100
56328, 100
56329, 0
56330, 100
56331, 100
56332, 100
56333, 0
56334, 100
56335, 200
56336, 100
56337, 200
56338, 200
56339, 0
56340, 100
56341, 200
56342, 100
56343, 200
56344, 100
56345, 0
56346, 100
56347, 0
56348, 100
56349, 100
56350, 100
56351, 100
56352, 100
56353, 100
56354, 200
56355, 100
56356, 200
56357, 200
56358, 0
56359, 100
56360, 100
56361, 100
56362, 100
56363, 100
56364, 100
56365, 200
56366, 200
56367, 100
56368, 100
56369, 100
56370, 200
56371, 100
56372, 300
56373, 100
56374, 100
56375, 0
56376, 0
56377, 100
56378, 100
56379, 200
56380, 100
56381, 0
56382, 100
56383, 100
56384, 100
56385, 100
56386, 100
56387, 100
56388, 100
56389, 0
56390, 0
56391, 100
56392, 100
56393, 100
56394, 100
56395, 100
56396, 100
56397, 0
56398, 0
56399, 0
56400, 0
56401, 0
56402, 100
56403, 200
56404, 100
56405, 0
56406, 0
56407, 100
56408, 200
56409, 100
56410, 100
56411, 100
56412, 100
56413, 100
56414, 100
56415, 100
56416, 100
56417, 500
56418, 0
56419, 100
56420, 100
56421, 100
56422, 100
56423, 100
56424, 100
56425, 100
56426, 100
56427, 100
56428, 100
56429, 100
56430, 0
56431, 100
56432, 100
56433, 100
56434, 100
56435, 100
56436, 100
56437, 0
56438, 100
56439, 100
56440, 100
56441, 100
56442, 100
56443, 100
56444, 200
56445, 200
56446, 100
56447, 200
56448, 0
56449, 100
56450, 0
56451, 0
56452, 100
56453, 100
56454, 0
56455, 100
56456, 100
56457, 100
56458, 100
56459, 100
56460, 0
56461, 100
56462, 0
56463, 100
56464, 200
56465, 100
56466, 100
56467, 100
56468, 100
56469, 200
56470, 100
56471, 100
56472, 100
56473, 200
56474, 100
56475, 100
56476, 100
56477, 100
56478, 100
56479, 100
56480, 100
56481, 100
56482, 100
56483, 100
56484, 100
56485, 100
56486, 100
56487, 100
56488, 100
56489, 100
56490, 100
56491, 100
56492, 100
56493, 0
56494, 0
56495, 0
56496, 0
56497, 100
56498, 100
56499, 100
56500, 100
56501, 200
56502, 100
56503, 100
56504, 200
56505, 100
56506, 0
56507, 200
56508, 100
56509, 100
56510, 100
56511, 100
56512, 0
56513, 100
56514, 200
56515, 100
56516, 0
56517, 0
56518, 0
56519, 100
56520, 100
56521, 100
56522, 100
56523, 100
56524, 0
56525, 100
56526, 100
56527, 200
56528, 100
56529, 0
56530, 100
56531, 100
56532, 0
56533, 0
56534, 0
56535, 100
56536, 100
56537, 100
56538, 100
56539, 100
56540, 100
56541, 100
56542, 0
56543, 100
56544, 100
56545, 100
56546, 100
56547, 100
56548, 0
56549, 100
56550, 100
56551, 100
56552, 0
56553, 0
56554, 100
56555, 0
56556, 0
56557, 0
56558, 100
56559, 100
56560, 100
56561, 200
56562, 100
56563, 100
56564, 0
56565, 100
56566, 200
56567, 0
56568, 100
56569, 100
56570, 0
56571, 100
56572, 0
56573, 0
56574, 0
56575, 100
56576, 100
56577, 100
56578, 100
56579, 200
56580, 100
56581, 100
56582, 200
56583, 100
56584, 100
56585, 200
56586, 100
56587, 0
56588, 100
56589, 100
56590, 0
56591, 100
56592, 100
56593, 0
56594, 100
56595, 100
56596, 100
56597, 100
56598, 200
56599, 100
56600, 100
56601, 100
56602, 100
56603, 100
56604, 100
56605, 100
56606, 100
56607, 100
56608, 100
56609, 200
56610, 100
56611, 100
56612, 200
56613, 100
56614, 100
56615, 100
56616, 100
56617, 0
56618, 0
56619, 100
56620, 100
56621, 0
56622, 0
56623, 0
56624, 100
56625, 100
56626, 100
56627, 100
56628, 100
56629, 100
56630, 100
56631, 100
56632, 100
56633, 100
56634, 100
56635, 0
56636, 0
56637, 0
56638, 100
56639, 100
56640, 100
56641, 100
56642, 100
56643, 0
56644, 0
56645, 0
56646, 0
56647, 100
56648, 100
56649, 100
56650, 100
56651, 200
56652, 100
56653, 0
56654, 100
56655, 200
56656, 100
56657, 100
56658, 100
56659, 100
56660, 100
56661, 100
56662, 0
56663, 100
56664, 100
56665, 0
56666, 0
56667, 100
56668, 100
56669, 200
56670, 100
56671, 0
56672, 100
56673, 100
56674, 0
56675, 100
56676, 100
56677, 100
56678, 100
56679, 100
56680, 100
56681, 100
56682, 0
56683, 100
56684, 100
56685, 0
56686, 100
56687, 200
56688, 100
56689, 200
56690, 0
56691, 0
56692, 100
56693, 200
56694, 100
56695, 100
56696, 0
56697, 100
56698, 100
56699, 100
56700, 100
56701, 0
56702, 100
56703, 100
56704, 100
56705, 100
56706, 100
56707, 100
56708, 200
56709, 100
56710, 0
56711, 200
56712, 200
56713, 100
56714, 100
56715, 100
56716, 100
56717, 100
56718, 100
56719, 100
56720, 0
56721, 0
56722, 200
56723, 100
56724, 100
56725, 200
56726, 200
56727, 100
56728, 100
56729, 0
56730, 0
56731, 0
56732, 100
56733, 100
56734, 100
56735, 100
56736, 100
56737, 100
56738, 0
56739, 0
56740, 0
56741, 100
56742, 100
56743, 100
56744, 0
56745, 0
56746, 100
56747, 200
56748, 100
56749, 0
56750, 100
56751, 100
56752, 200
56753, 100
56754, 100
56755, 0
56756, 0
56757, 0
56758, 0
56759, 0
56760, 0
56761, 100
56762, 100
56763, 200
56764, 100
56765, 100
56766, 100
56767, 100
56768, 200
56769, 100
56770, 100
56771, 0
56772, 100
56773, 200
56774, 100
56775, 100
56776, 200
56777, 100
56778, 100
56779, 0
56780, 100
56781, 200
56782, 100
56783, 300
56784, 100
56785, 200
56786, 100
56787, 100
56788, 100
56789, 100
56790, 100
56791, 0
56792, 0
56793, 100
56794, 100
56795, 100
56796, 100
56797, 100
56798, 100
56799, 100
56800, 100
56801, 100
56802, 100
56803, 100
56804, 100
56805, 100
56806, 200
56807, 100
56808, 100
56809, 0
56810, 100
56811, 200
56812, 100
56813, 100
56814, 0
56815, 0
56816, 100
56817, 200
56818, 100
56819, 200
56820, 100
56821, 100
56822, 100
56823, 100
56824, 100
56825, 0
56826, 0
56827, 0
56828, 0
56829, 100
56830, 100
56831, 200
56832, 100
56833, 100
56834, 100
56835, 100
56836, 100
56837, 100
56838, 100
56839, 100
56840, 100
56841, 100
56842, 100
56843, 100
56844, 100
56845, 100
56846, 100
56847, 100
56848, 100
56849, 100
56850, 100
56851, 100
56852, 200
56853, 100
56854, 0
56855, 100
56856, 100
56857, 100
56858, 100
56859, 100
56860, 100
56861, 100
56862, 0
56863, 100
56864, 200
56865, 200
56866, 0
56867, 0
56868, 100
56869, 0
56870, 0
56871, 100
56872, 0
56873, 100
56874, 200
56875, 100
56876, 0
56877, 0
56878, 100
56879, 0
56880, 0
56881, 0
56882, 200
56883, 100
56884, 100
56885, 100
56886, 200
56887, 100
56888, 100
56889, 100
56890, 0
56891, 100
56892, 0
56893, 100
56894, 100
56895, 100
56896, 100
56897, 100
56898, 0
56899, 100
56900, 200
56901, 100
56902, 100
56903, 100
56904, 100
56905, 200
56906, 100
56907, 100
56908, 200
56909, 100
56910, 100
56911, 100
56912, 0
56913, 0
56914, 0
56915, 0
56916, 0
56917, 100
56918, 100
56919, 100
56920, 0
56921, 0
56922, 0
56923, 200
56924, 100
56925, 100
56926, 0
56927, 0
56928, 100
56929, 100
56930, 100
56931, 100
56932, 0
56933, 0
56934, 0
56935, 100
56936, 100
56937, 100
56938, 100
56939, 0
56940, 0
56941, 100
56942, 100
56943, 100
56944, 100
56945, 100
56946, 100
56947, 100
56948, 0
56949, 0
56950, 200
56951, 100
56952, 100
56953, 100
56954, 0
56955, 0
56956, 100
56957, 0
56958, 100
56959, 100
56960, 100
56961, 100
56962, 200
56963, 200
56964, 100
56965, 200
56966, 0
56967, 100
56968, 100
56969, 100
56970, 100
56971, 0
56972, 100
56973, 100
56974, 200
56975, 100
56976, 100
56977, 0
56978, 100
56979, 100
56980, 100
56981, 100
56982, 100
56983, 200
56984, 100
56985, 100
56986, 100
56987, 200
56988, 100
56989, 100
56990, 0
56991, 100
56992, 100
56993, 0
56994, 0
56995, 0
56996, 100
56997, 100
56998, 100
56999, 100
57000, 100
57001, 100
57002, 0
57003, 100
57004, 0
57005, 0
57006, 0
57007, 0
57008, 0
57009, 100
57010, 100
57011, 100
57012, 100
57013, 100
57014, 100
57015, 100
57016, 100
57017, 100
57018, 200
57019, 100
57020, 100
57021, 100
57022, 100
57023, 100
57024, 200
57025, 100
57026, 100
57027, 0
57028, 0
57029, 100
57030, 100
57031, 100
57032, 100
57033, 100
57034, 200
57035, 100
57036, 100
57037, 100
57038, 100
57039, 0
57040, 100
57041, 100
57042, 100
57043, 0
57044, 0
57045, 0
57046, 0
57047, 0
57048, 0
57049, 100
57050, 100
57051, 100
57052, 100
57053, 0
57054, 0
57055, 0
57056, 100
57057, 100
57058, 200
57059, 100
57060, 100
57061, 100
57062, 100
57063, 100
57064, 100
57065, 100
57066, 100
57067, 100
57068, 100
57069, 100
57070, 100
57071, 100
57072, 0
57073, 100
57074, 100
57075, 100
57076, 100
57077, 100
57078, 100
57079, 0
57080, 100
57081, 100
57082, 100
57083, 100
57084, 0
57085, 100
57086, 100
57087, 200
57088, 100
57089, 100
57090, 200
57091, 100
57092, 100
57093, 0
57094, 100
57095, 100
57096, 0
57097, 200
57098, 100
57099, 100
57100, 0
57101, 0
57102, 100
57103, 0
57104, 0
57105, 0
57106, 100
57107, 100
57108, 100
57109, 200
57110, 200
57111, 100
57112, 100
57113, 0
57114, 0
57115, 0
57116, 0
57117, 0
57118, 0
57119, 0
57120, 0
57121, 100
57122, 0
57123, 100
57124, 0
57125, 100
57126, 100
57127, 100
57128, 0
57129, 0
57130, 0
57131, 100
57132, 100
57133, 0
57134, 0
57135, 200
57136, 0
57137, 0
57138, 100
57139, 100
57140, 100
57141, 100
57142, 100
57143, 100
57144, 100
57145, 100
57146, 100
57147, 100
57148, 100
57149, 100
57150, 100
57151, 0
57152, 0
57153, 100
57154, 0
57155, 100
57156, 100
57157, 100
57158, 200
57159, 100
57160, 200
57161, 100
57162, 100
57163, 100
57164, 100
57165, 100
57166, 100
57167, 100
57168, 100
57169, 100
57170, 100
57171, 100
57172, 100
57173, 100
57174, 200
57175, 200
57176, 200
57177, 100
57178, 0
57179, 0
57180, 0
57181, 0
57182, 0
57183, 200
57184, 0
57185, 0
57186, 0
57187, 100
57188, 100
57189, 100
57190, 100
57191, 100
57192, 200
57193, 100
57194, 0
57195, 0
57196, 0
57197, 200
57198, 100
57199, 100
57200, 0
57201, 0
57202, 100
57203, 100
57204, 100
57205, 100
57206, 100
57207, 200
57208, 200
57209, 100
57210, 100
57211, 300
57212, 100
57213, 100
57214, 100
57215, 100
57216, 100
57217, 0
57218, 0
57219, 100
57220, 100
57221, 100
57222, 100
57223, 100
57224, 100
57225, 0
57226, 100
57227, 0
57228, 100
57229, 100
57230, 100
57231, 200
57232, 100
57233, 100
57234, 200
57235, 100
57236, 100
57237, 0
57238, 0
57239, 0
57240, 0
57241, 100
57242, 100
57243, 100
57244, 100
57245, 100
57246, 100
57247, 100
57248, 100
57249, 0
57250, 100
57251, 100
57252, 100
57253, 0
57254, 0
57255, 0
57256, 0
57257, 0
57258, 0
57259, 0
57260, 0
57261, 0
57262, 100
57263, 100
57264, 200
57265, 100
57266, 100
57267, 0
57268, 100
57269, 100
57270, 0
57271, 0
57272, 100
57273, 100
57274, 100
57275, 100
57276, 0
57277, 0
57278, 0
57279, 0
57280, 100
57281, 0
57282, 0
57283, 100
57284, 0
57285, 100
57286, 100
57287, 100
57288, 100
57289, 0
57290, 0
57291, 100
57292, 200
57293, 100
57294, 0
57295, 0
57296, 0
57297, 100
57298, 200
57299, 100
57300, 0
57301, 100
57302, 100
57303, 0
57304, 0
57305, 0
57306, 0
57307, 100
57308, 100
57309, 100
57310, 200
57311, 100
57312, 100
57313, 100
57314, 200
57315, 100
57316, 100
57317, 0
57318, 100
57319, 100
57320, 100
57321, 100
57322, 100
57323, 100
57324, 100
57325, 100
57326, 100
57327, 100
57328, 0
57329, 0
57330, 0
57331, 0
57332, 100
57333, 200
57334, 0
57335, 100
57336, 100
57337, 100
57338, 100
57339, 100
57340, 100
57341, 100
57342, 100
57343, 100
57344, 100
57345, 100
57346, 0
57347, 100
57348, 100
57349, 100
57350, 100
57351, 100
57352, 100
57353, 0
57354, 100
57355, 0
57356, 100
57357, 100
57358, 100
57359, 100
57360, 100
57361, 0
57362, 100
57363, 100
57364, 100
57365, 100
57366, 0
57367, 100
57368, 100
57369, 100
57370, 100
57371, 100
57372, 100
57373, 100
57374, 100
57375, 100
57376, 100
57377, 100
57378, 100
57379, 400
57380, 100
57381, 100
57382, 0
57383, 0
57384, 100
57385, 100
57386, 100
57387, 300
57388, 100
57389, 100
57390, 100
57391, 100
57392, 100
57393, 100
57394, 0
57395, 0
57396, 0
57397, 100
57398, 100
57399, 100
57400, 100
57401, 100
57402, 200
57403, 100
57404, 100
57405, 100
57406, 0
57407, 0
57408, 0
57409, 100
57410, 100
57411, 100
57412, 200
57413, 500
57414, 0
57415, 0
57416, 0
57417, 100
57418, 100
57419, 0
57420, 0
57421, 0
57422, 100
57423, 100
57424, 100
57425, 100
57426, 0
57427, 100
57428, 0
57429, 0
57430, 100
57431, 100
57432, 0
57433, 100
57434, 100
57435, 100
57436, 100
57437, 200
57438, 100
57439, 100
57440, 100
57441, 0
57442, 100
57443, 100
57444, 0
57445, 0
57446, 0
57447, 0
57448, 100
57449, 0
57450, 0
57451, 100
57452, 100
57453, 100
57454, 100
57455, 100
57456, 100
57457, 100
57458, 100
57459, 200
57460, 100
57461, 0
57462, 0
57463, 0
57464, 0
57465, 0
57466, 100
57467, 100
57468, 0
57469, 100
57470, 0
57471, 100
57472, 0
57473, 0
57474, 0
57475, 0
57476, 100
57477, 200
57478, 200
57479, 100
57480, 100
57481, 100
57482, 100
57483, 100
57484, 0
57485, 100
57486, 0
57487, 100
57488, 0
57489, 0
57490, 100
57491, 100
57492, 0
57493, 100
57494, 200
57495, 0
57496, 100
57497, 100
57498, 100
57499, 100
57500, 0
57501, 0
57502, 100
57503, 0
57504, 100
57505, 100
57506, 100
57507, 100
57508, 100
57509, 100
57510, 100
57511, 100
57512, 100
57513, 100
57514, 100
57515, 0
57516, 0
57517, 0
57518, 100
57519, 0
57520, 0
57521, 0
57522, 100
57523, 100
57524, 100
57525, 100
57526, 200
57527, 0
57528, 100
57529, 100
57530, 100
57531, 100
57532, 0
57533, 100
57534, 200
57535, 100
57536, 100
57537, 0
57538, 0
57539, 0
57540, 0
57541, 100
57542, 0
57543, 0
57544, 100
57545, 100
57546, 100
57547, 100
57548, 100
57549, 100
57550, 100
57551, 100
57552, 100
57553, 100
57554, 100
57555, 100
57556, 0
57557, 100
57558, 100
57559, 100
57560, 100
57561, 100
57562, 100
57563, 100
57564, 0
57565, 100
57566, 100
57567, 100
57568, 100
57569, 100
57570, 100
57571, 100
57572, 100
57573, 100
57574, 100
57575, 100
57576, 100
57577, 100
57578, 200
57579, 200
57580, 0
57581, 100
57582, 100
57583, 100
57584, 100
57585, 100
57586, 100
57587, 100
57588, 100
57589, 0
57590, 200
57591, 100
57592, 0
57593, 0
57594, 100
57595, 100
57596, 100
57597, 100
57598, 0
57599, 100
57600, 100
57601, 200
57602, 100
57603, 0
57604, 100
57605, 100
57606, 100
57607, 100
57608, 0
57609, 100
57610, 0
57611, 0
57612, 100
57613, 100
57614, 0
57615, 100
57616, 100
57617, 0
57618, 0
57619, 0
57620, 0
57621, 0
57622, 100
57623, 100
57624, 100
57625, 100
57626, 100
57627, 100
57628, 100
57629, 100
57630, 100
57631, 0
57632, 100
57633, 200
57634, 100
57635, 100
57636, 100
57637, 200
57638, 100
57639, 0
57640, 0
57641, 0
57642, 100
57643, 0
57644, 100
57645, 100
57646, 100
57647, 100
57648, 200
57649, 100
57650, 100
57651, 100
57652, 100
57653, 100
57654, 100
57655, 100
57656, 100
57657, 100
57658, 200
57659, 300
57660, 100
57661, 100
57662, 100
57663, 100
57664, 100
57665, 100
57666, 100
57667, 100
57668, 100
57669, 0
57670, 100
57671, 100
57672, 200
57673, 100
57674, 100
57675, 100
57676, 100
57677, 0
57678, 0
57679, 100
57680, 100
57681, 100
57682, 0
57683, 200
57684, 100
57685, 200
57686, 200
57687, 400
57688, 0
57689, 100
57690, 200
57691, 100
57692, 100
57693, 0
57694, 100
57695, 100
57696, 0
57697, 0
57698, 100
57699, 0
57700, 100
57701, 100
57702, 100
57703, 100
57704, 200
57705, 100
57706, 200
57707, 100
57708, 100
57709, 100
57710, 100
57711, 100
57712, 0
57713, 0
57714, 100
57715, 0
57716, 100
57717, 100
57718, 100
57719, 100
57720, 0
57721, 0
57722, 0
57723, 100
57724, 100
57725, 100
57726, 100
57727, 100
57728, 100
57729, 0
57730, 200
57731, 200
57732, 200
57733, 100
57734, 100
57735, 200
57736, 100
57737, 200
57738, 100
57739, 100
57740, 100
57741, 100
57742, 100
57743, 100
57744, 100
57745, 100
57746, 100
57747, 100
57748, 0
57749, 100
57750, 100
57751, 0
57752, 100
57753, 100
57754, 100
57755, 100
57756, 100
57757, 100
57758, 100
57759, 200
57760, 100
57761, 100
57762, 200
57763, 100
57764, 100
57765, 100
57766, 100
57767, 100
57768, 100
57769, 0
57770, 100
57771, 100
57772, 100
57773, 100
57774, 200
57775, 0
57776, 0
57777, 0
57778, 0
57779, 100
57780, 100
57781, 200
57782, 100
57783, 100
57784, 100
57785, 200
57786, 0
57787, 0
57788, 100
57789, 200
57790, 100
57791, 100
57792, 100
57793, 100
57794, 300
57795, 100
57796, 100
57797, 200
57798, 100
57799, 0
57800, 0
57801, 0
57802, 0
57803, 100
57804, 0
57805, 100
57806, 100
57807, 100
57808, 100
57809, 100
57810, 100
57811, 100
57812, 100
57813, 100
57814, 100
57815, 100
57816, 100
57817, 100
57818, 0
57819, 200
57820, 100
57821, 100
57822, 100
57823, 100
57824, 100
57825, 100
57826, 0
57827, 100
57828, 200
57829, 200
57830, 100
57831, 100
57832, 200
57833, 100
57834, 100
57835, 100
57836, 100
57837, 200
57838, 100
57839, 0
57840, 0
57841, 0
57842, 0
57843, 0
57844, 0
57845, 0
57846, 100
57847, 100
57848, 100
57849, 100
57850, 100
57851, 100
57852, 100
57853, 100
57854, 0
57855, 100
57856, 100
57857, 200
57858, 100
57859, 100
57860, 0
57861, 100
57862, 100
57863, 100
57864, 100
57865, 100
57866, 0
57867, 100
57868, 100
57869, 100
57870, 0
57871, 0
57872, 100
57873, 200
57874, 100
57875, 200
57876, 100
57877, 100
57878, 100
57879, 100
57880, 0
57881, 200
57882, 100
57883, 100
57884, 100
57885, 100
57886, 0
57887, 100
57888, 100
57889, 100
57890, 0
57891, 200
57892, 100
57893, 100
57894, 100
57895, 100
57896, 100
57897, 200
57898, 100
57899, 100
57900, 100
57901, 100
57902, 100
57903, 100
57904, 100
57905, 100
57906, 0
57907, 0
57908, 0
57909, 0
57910, 0
57911, 100
57912, 100
57913, 100
57914, 100
57915, 100
57916, 200
57917, 100
57918, 100
57919, 100
57920, 100
57921, 100
57922, 100
57923, 100
57924, 100
57925, 100
57926, 100
57927, 400
57928, 100
57929, 200
57930, 100
57931, 100
57932, 200
57933, 200
57934, 200
57935, 100
57936, 100
57937, 0
57938, 0
57939, 100
57940, 200
57941, 200
57942, 100
57943, 0
57944, 100
57945, 100
57946, 100
57947, 200
57948, 100
57949, 200
57950, 100
57951, 100
57952, 100
57953, 100
57954, 200
57955, 200
57956, 100
57957, 100
57958, 100
57959, 100
57960, 100
57961, 100
57962, 200
57963, 100
57964, 200
57965, 100
57966, 100
57967, 0
57968, 100
57969, 100
57970, 100
57971, 0
57972, 100
57973, 0
57974, 100
57975, 100
57976, 100
57977, 200
57978, 200
57979, 100
57980, 100
57981, 100
57982, 100
57983, 100
57984, 0
57985, 100
57986, 100
57987, 100
57988, 0
57989, 100
57990, 200
57991, 100
57992, 100
57993, 100
57994, 100
57995, 0
57996, 100
57997, 200
57998, 100
57999, 100
58000, 100
58001, 200
58002, 100
58003, 100
58004, 100
58005, 100
58006, 0
58007, 0
58008, 0
58009, 100
58010, 0
58011, 0
58012, 0
58013, 100
58014, 100
58015, 100
58016, 100
58017, 100
58018, 100
58019, 100
58020, 100
58021, 100
58022, 0
58023, 100
58024, 100
58025, 0
58026, 0
58027, 0
58028, 0
58029, 0
58030, 0
58031, 100
58032, 100
58033, 100
58034, 200
58035, 100
58036, 100
58037, 200
58038, 100
58039, 100
58040, 100
58041, 100
58042, 100
58043, 100
58044, 100
58045, 0
58046, 0
58047, 100
58048, 100
58049, 100
58050, 100
58051, 100
58052, 100
58053, 200
58054, 200
58055, 100
58056, 0
58057, 100
58058, 100
58059, 100
58060, 100
58061, 0
58062, 100
58063, 300
58064, 100
58065, 100
58066, 200
58067, 100
58068, 100
58069, 100
58070, 0
58071, 100
58072, 0
58073, 0
58074, 0
58075, 0
58076, 0
58077, 100
58078, 100
58079, 100
58080, 100
58081, 0
58082, 100
58083, 100
58084, 100
58085, 100
58086, 0
58087, 0
58088, 0
58089, 100
58090, 100
58091, 200
58092, 100
58093, 100
58094, 200
58095, 100
58096, 100
58097, 100
58098, 100
58099, 100
58100, 100
58101, 200
58102, 100
58103, 100
58104, 200
58105, 100
58106, 100
58107, 100
58108, 100
58109, 100
58110, 100
58111, 100
58112, 100
58113, 100
58114, 200
58115, 100
58116, 100
58117, 100
58118, 100
58119, 100
58120, 100
58121, 0
58122, 0
58123, 0
58124, 100
58125, 0
58126, 0
58127, 0
58128, 300
58129, 100
58130, 200
58131, 100
58132, 0
58133, 100
58134, 100
58135, 100
58136, 100
58137, 200
58138, 100
58139, 100
58140, 100
58141, 100
58142, 0
58143, 100
58144, 100
58145, 200
58146, 100
58147, 0
58148, 0
58149, 0
58150, 100
58151, 0
58152, 100
58153, 100
58154, 0
58155, 100
58156, 100
58157, 100
58158, 100
58159, 200
58160, 200
58161, 100
58162, 100
58163, 100
58164, 100
58165, 100
58166, 100
58167, 100
58168, 100
58169, 100
58170, 200
58171, 100
58172, 100
58173, 0
58174, 100
58175, 100
58176, 100
58177, 200
58178, 100
58179, 200
58180, 100
58181, 100
58182, 0
58183, 0
58184, 100
58185, 100
58186, 100
58187, 100
58188, 0
58189, 100
58190, 200
58191, 100
58192, 200
58193, 100
58194, 100
58195, 200
58196, 200
58197, 100
58198, 100
58199, 100
58200, 100
58201, 100
58202, 100
58203, 100
58204, 100
58205, 100
58206, 100
58207, 100
58208, 100
58209, 100
58210, 100
58211, 0
58212, 100
58213, 0
58214, 100
58215, 100
58216, 100
58217, 100
58218, 0
58219, 100
58220, 100
58221, 100
58222, 200
58223, 100
58224, 200
58225, 100
58226, 200
58227, 100
58228, 100
58229, 0
58230, 0
58231, 100
58232, 100
58233, 100
58234, 100
58235, 100
58236, 100
58237, 100
58238, 100
58239, 100
58240, 200
58241, 100
58242, 100
58243, 0
58244, 0
58245, 100
58246, 100
58247, 100
58248, 0
58249, 100
58250, 100
58251, 0
58252, 100
58253, 100
58254, 100
58255, 100
58256, 200
58257, 200
58258, 200
58259, 100
58260, 100
58261, 0
58262, 0
58263, 0
58264, 0
58265, 100
58266, 0
58267, 0
58268, 100
58269, 0
58270, 100
58271, 100
58272, 100
58273, 100
58274, 200
58275, 100
58276, 100
58277, 100
58278, 100
58279, 0
58280, 0
58281, 0
58282, 200
58283, 100
58284, 0
58285, 100
58286, 100
58287, 100
58288, 100
58289, 100
58290, 100
58291, 100
58292, 100
58293, 100
58294, 200
58295, 200
58296, 0
58297, 100
58298, 100
58299, 100
58300, 100
58301, 100
58302, 0
58303, 100
58304, 100
58305, 0
58306, 0
58307, 100
58308, 100
58309, 200
58310, 100
58311, 100
58312, 100
58313, 100
58314, 100
58315, 200
58316, 200
58317, 100
58318, 0
58319, 100
58320, 100
58321, 0
58322, 100
58323, 200
58324, 100
58325, 100
58326, 100
58327, 100
58328, 100
58329, 100
58330, 0
58331, 0
58332, 0
58333, 0
58334, 100
58335, 100
58336, 100
58337, 200
58338, 100
58339, 100
58340, 100
58341, 200
58342, 100
58343, 100
58344, 0
58345, 0
58346, 0
58347, 0
58348, 0
58349, 0
58350, 100
58351, 100
58352, 100
58353, 100
58354, 100
58355, 100
58356, 100
58357, 100
58358, 100
58359, 100
58360, 100
58361, 100
58362, 100
58363, 100
58364, 200
58365, 200
58366, 100
58367, 0
58368, 0
58369, 100
58370, 100
58371, 0
58372, 100
58373, 200
58374, 100
58375, 100
58376, 100
58377, 100
58378, 100
58379, 100
58380, 0
58381, 100
58382, 100
58383, 100
58384, 100
58385, 100
58386, 0
58387, 100
58388, 100
58389, 100
58390, 100
58391, 100
58392, 0
58393, 0
58394, 0
58395, 0
58396, 100
58397, 100
58398, 100
58399, 0
58400, 0
58401, 0
58402, 0
58403, 100
58404, 100
58405, 100
58406, 0
58407, 0
58408, 0
58409, 100
58410, 100
58411, 100
58412, 100
58413, 100
58414, 100
58415, 200
58416, 100
58417, 100
58418, 100
58419, 100
58420, 100
58421, 100
58422, 100
58423, 0
58424, 100
58425, 200
58426, 100
58427, 100
58428, 100
58429, 0
58430, 0
58431, 200
58432, 100
58433, 100
58434, 100
58435, 100
58436, 100
58437, 100
58438, 100
58439, 100
58440, 100
58441, 100
58442, 100
58443, 0
58444, 100
58445, 100
58446, 100
58447, 100
58448, 0
58449, 0
58450, 100
58451, 0
58452, 100
58453, 200
58454, 200
58455, 100
58456, 100
58457, 100
58458, 100
58459, 100
58460, 100
58461, 100
58462, 100
58463, 100
58464, 100
58465, 100
58466, 100
58467, 100
58468, 100
58469, 0
58470, 0
58471, 100
58472, 100
58473, 100
58474, 100
58475, 100
58476, 100
58477, 100
58478, 100
58479, 100
58480, 100
58481, 100
58482, 100
58483, 100
58484, 100
58485, 100
58486, 100
58487, 100
58488, 100
58489, 100
58490, 100
58491, 100
58492, 100
58493, 200
58494, 100
58495, 100
58496, 200
58497, 100
58498, 0
58499, 100
58500, 200
58501, 100
58502, 0
58503, 100
58504, 100
58505, 100
58506, 0
58507, 100
58508, 200
58509, 0
58510, 100
58511, 0
58512, 0
58513, 100
58514, 100
58515, 200
58516, 100
58517, 100
58518, 100
58519, 0
58520, 0
58521, 0
58522, 100
58523, 100
58524, 0
58525, 100
58526, 100
58527, 100
58528, 100
58529, 100
58530, 100
58531, 200
58532, 100
58533, 200
58534, 100
58535, 100
58536, 100
58537, 0
58538, 200
58539, 100
58540, 100
58541, 100
58542, 100
58543, 100
58544, 100
58545, 0
58546, 100
58547, 100
58548, 100
58549, 100
58550, 100
58551, 200
58552, 100
58553, 100
58554, 200
58555, 100
58556, 100
58557, 0
58558, 100
58559, 200
58560, 0
58561, 100
58562, 100
58563, 100
58564, 0
58565, 0
58566, 100
58567, 0
58568, 100
58569, 100
58570, 100
58571, 100
58572, 100
58573, 100
58574, 100
58575, 100
58576, 0
58577, 100
58578, 100
58579, 100
58580, 100
58581, 100
58582, 100
58583, 100
58584, 100
58585, 100
58586, 100
58587, 0
58588, 0
58589, 0
58590, 100
58591, 0
58592, 0
58593, 200
58594, 100
58595, 200
58596, 100
58597, 100
58598, 100
58599, 100
58600, 100
58601, 100
58602, 100
58603, 0
58604, 0
58605, 0
58606, 100
58607, 100
58608, 100
58609, 100
58610, 100
58611, 100
58612, 0
58613, 100
58614, 100
58615, 100
58616, 100
58617, 100
58618, 0
58619, 0
58620, 100
58621, 0
58622, 0
58623, 0
58624, 100
58625, 0
58626, 100
58627, 0
58628, 0
58629, 0
58630, 100
58631, 100
58632, 100
58633, 100
58634, 100
58635, 100
58636, 0
58637, 100
58638, 100
58639, 0
58640, 100
58641, 100
58642, 100
58643, 100
58644, 100
58645, 100
58646, 0
58647, 200
58648, 100
